driver_id,date,rides_completed,earnings,hours_worked,earnings_hour
323,2021-06-20,14.0,439.0,10.43,42.09012464046021
323,2021-06-21,18.0,574.0,10.88,52.757352941176464
323,2021-06-22,12.0,344.0,10.83,31.763619575253923
323,2021-06-25,8.0,253.0,10.71,23.622782446311856
323,2021-06-26,10.0,309.0,8.69,35.558112773302646
323,2021-06-27,11.0,327.0,9.36,34.93589743589744
323,2021-06-28,20.0,580.0,12.45,46.58634538152611
324,2021-06-16,20.0,670.0,14.07,47.61904761904762
324,2021-06-17,24.0,765.0,12.21,62.65356265356265
324,2021-06-18,28.0,896.0,13.45,66.61710037174721
324,2021-06-19,26.0,859.0,12.89,66.64080682699768
324,2021-06-20,28.0,927.0,13.43,69.02457185405808
324,2021-06-21,29.0,984.0,12.3,80.0
324,2021-06-22,24.0,829.0,12.55,66.05577689243027
324,2021-06-23,25.0,873.0,13.57,64.33308769344141
324,2021-06-24,21.0,668.0,10.7,62.42990654205608
324,2021-06-25,29.0,885.0,12.67,69.85003946329913
324,2021-06-26,30.0,1061.0,14.13,75.08846426043878
324,2021-06-27,22.0,686.0,10.9,62.93577981651376
324,2021-06-28,25.0,795.0,11.6,68.5344827586207
325,2021-06-15,0.0,0.0,0.85,0.0
325,2021-06-16,11.0,310.0,13.15,23.574144486692013
325,2021-06-17,12.0,387.0,14.93,25.92096450100469
325,2021-06-18,9.0,263.0,11.16,23.566308243727597
325,2021-06-19,14.0,462.0,12.32,37.5
325,2021-06-22,17.0,505.0,14.620000000000001,34.541723666210665
325,2021-06-23,7.0,204.0,9.43,21.633085896076352
325,2021-06-24,9.0,279.0,11.49,24.281984334203656
325,2021-06-25,15.0,432.0,9.21,46.90553745928338
325,2021-06-26,23.0,692.0,9.41,73.53878852284804
325,2021-06-27,14.0,401.0,8.3,48.313253012048186
325,2021-06-28,16.0,461.0,12.68,36.35646687697161
326,2021-06-15,0.0,0.0,0.37,0.0
326,2021-06-16,11.0,327.0,5.92,55.236486486486484
326,2021-06-17,18.0,546.0,5.97,91.45728643216081
326,2021-06-18,21.0,678.0,9.629999999999999,70.40498442367603
326,2021-06-19,12.0,380.0,10.65,35.68075117370892
326,2021-06-20,30.0,962.0,13.51,71.20651369356032
326,2021-06-21,17.0,557.0,7.46,74.66487935656836
326,2021-06-22,11.0,339.0,6.51,52.073732718894014
326,2021-06-23,8.0,253.0,4.38,57.76255707762557
326,2021-06-24,9.0,284.0,4.72,60.16949152542373
326,2021-06-25,21.0,641.0,7.86,81.55216284987277
326,2021-06-26,25.0,811.0,10.94,74.13162705667277
326,2021-06-27,26.0,844.0,11.87,71.10362257792755
326,2021-06-28,10.0,315.0,5.43,58.01104972375691
327,2021-06-15,0.0,0.0,0.29,0.0
327,2021-06-16,45.0,1392.0,11.45,121.57205240174673
327,2021-06-17,43.0,1325.0,11.93,111.06454316848281
327,2021-06-18,38.0,1108.0,12.04,92.02657807308971
327,2021-06-19,34.0,1062.0,14.040000000000001,75.64102564102564
327,2021-06-20,11.0,373.0,5.4,69.07407407407408
327,2021-06-22,18.0,470.0,3.99,117.79448621553884
327,2021-06-23,33.0,963.0,11.55,83.37662337662337
327,2021-06-24,20.0,607.0,10.24,59.27734375
327,2021-06-25,44.0,1305.0,11.120000000000001,117.35611510791365
327,2021-06-26,50.0,1517.0,14.14,107.28429985855728
328,2021-06-16,18.0,560.0,8.05,69.56521739130434
328,2021-06-17,14.0,391.0,11.24,34.7864768683274
328,2021-06-18,17.0,457.0,11.38,40.15817223198594
328,2021-06-19,8.0,229.0,10.94,20.93235831809872
328,2021-06-20,13.0,405.0,10.62,38.13559322033898
328,2021-06-21,20.0,581.0,10.42,55.758157389635315
328,2021-06-22,21.0,619.0,11.03,56.119673617407074
328,2021-06-23,20.0,618.0,11.11,55.62556255625563
328,2021-06-24,8.0,238.0,6.5,36.61538461538461
328,2021-06-25,17.0,516.0,12.97,39.784117193523514
328,2021-06-26,12.0,329.0,4.02,81.84079601990051
328,2021-06-27,21.0,628.0,9.66,65.0103519668737
328,2021-06-28,21.0,622.0,9.82,63.34012219959266
329,2021-06-16,48.0,1479.0,16.55,89.3655589123867
329,2021-06-17,47.0,1498.0,16.05,93.33333333333333
329,2021-06-18,50.0,1570.0,16.18,97.03337453646478
329,2021-06-19,37.0,1177.0,15.07,78.10218978102189
329,2021-06-20,47.0,1456.0,15.34,94.91525423728814
329,2021-06-21,49.0,1500.0,15.81,94.87666034155598
329,2021-06-22,14.0,426.0,4.79,88.93528183716074
329,2021-06-23,39.0,1258.0,15.34,82.00782268578878
329,2021-06-24,15.0,472.0,4.98,94.77911646586344
329,2021-06-25,48.0,1473.0,16.18,91.03831891223733
329,2021-06-26,58.0,1785.0,15.66,113.98467432950191
329,2021-06-27,55.0,1668.0,15.25,109.37704918032787
329,2021-06-28,48.0,1548.0,16.2,95.55555555555556
330,2021-06-15,0.0,0.0,0.02,0.0
330,2021-06-16,17.0,588.0,10.12,58.102766798418976
330,2021-06-17,20.0,743.0,9.55,77.80104712041884
330,2021-06-18,21.0,695.0,11.68,59.50342465753425
330,2021-06-19,2.0,68.0,4.49,15.144766146993318
330,2021-06-20,15.0,563.0,12.28,45.846905537459286
330,2021-06-21,13.0,418.0,11.46,36.474694589877835
330,2021-06-22,12.0,478.0,11.48,41.637630662020904
330,2021-06-23,15.0,508.0,10.44,48.65900383141763
330,2021-06-24,17.0,596.0,11.46,52.00698080279232
330,2021-06-25,18.0,602.0,11.5,52.34782608695652
330,2021-06-26,16.0,613.0,10.72,57.18283582089552
330,2021-06-28,19.0,616.0,9.95,61.90954773869347
331,2021-06-16,23.0,693.0,10.05,68.955223880597
331,2021-06-17,19.0,556.0,7.93,70.11349306431273
331,2021-06-18,27.0,844.0,11.11,75.96759675967597
331,2021-06-19,23.0,713.0,9.370000000000001,76.09391675560298
331,2021-06-20,31.0,1018.0,11.57,87.98617113223854
331,2021-06-21,24.0,829.0,9.95,83.31658291457288
331,2021-06-22,17.0,557.0,7.140000000000001,78.01120448179272
331,2021-06-23,18.0,607.0,10.23,59.33528836754643
331,2021-06-24,21.0,713.0,9.64,73.96265560165975
331,2021-06-25,21.0,717.0,10.75,66.69767441860465
331,2021-06-26,35.0,1131.0,12.79,88.42845973416732
331,2021-06-27,34.0,1048.0,11.82,88.663282571912
331,2021-06-28,15.0,446.0,6.12,72.87581699346406
332,2021-06-17,20.0,570.0,11.129999999999999,51.21293800539084
332,2021-06-18,6.0,152.0,2.1799999999999997,69.72477064220185
332,2021-06-19,15.0,416.0,8.879999999999999,46.84684684684685
332,2021-06-20,15.0,425.0,9.8,43.367346938775505
332,2021-06-21,15.0,479.0,8.32,57.57211538461538
332,2021-06-22,20.0,568.0,9.23,61.53846153846153
332,2021-06-23,17.0,550.0,10.32,53.29457364341085
332,2021-06-24,4.0,154.0,6.11,25.20458265139116
332,2021-06-25,21.0,656.0,9.64,68.04979253112033
332,2021-06-26,12.0,366.0,5.63,65.0088809946714
332,2021-06-27,13.0,403.0,4.51,89.3569844789357
332,2021-06-28,9.0,251.0,5.92,42.39864864864865
333,2021-06-16,10.0,284.0,9.89,28.71587462082912
333,2021-06-17,3.0,89.0,1.62,54.938271604938265
333,2021-06-18,14.0,450.0,11.120000000000001,40.46762589928057
333,2021-06-19,6.0,186.0,11.25,16.533333333333335
333,2021-06-20,9.0,283.0,11.09,25.51848512173129
333,2021-06-21,22.0,631.0,11.61,54.34969853574505
333,2021-06-22,11.0,343.0,9.79,35.03575076608785
333,2021-06-23,8.0,254.0,7.3100000000000005,34.7469220246238
333,2021-06-24,9.0,241.0,11.25,21.42222222222222
333,2021-06-25,11.0,375.0,11.8,31.779661016949152
333,2021-06-26,9.0,249.0,8.71,28.58783008036739
333,2021-06-27,17.0,569.0,8.57,66.39439906651108
333,2021-06-28,17.0,558.0,9.66,57.7639751552795
334,2021-06-16,40.0,1223.0,13.38,91.4050822122571
334,2021-06-17,34.0,1043.0,10.76,96.93308550185874
334,2021-06-18,19.0,591.0,8.57,68.96149358226371
334,2021-06-19,22.0,699.0,13.02,53.68663594470046
334,2021-06-20,29.0,925.0,10.51,88.01141769743101
334,2021-06-21,28.0,946.0,10.3,91.84466019417475
334,2021-06-22,19.0,771.0,13.86,55.62770562770563
334,2021-06-23,27.0,934.0,13.75,67.92727272727272
334,2021-06-24,4.0,125.0,8.44,14.810426540284361
334,2021-06-25,32.0,1117.0,13.37,83.54525056095737
334,2021-06-26,34.0,1174.0,10.08,116.46825396825396
334,2021-06-27,43.0,1406.0,13.55,103.76383763837637
334,2021-06-28,31.0,967.0,13.31,72.65214124718257
335,2021-06-15,0.0,0.0,1.0,0.0
335,2021-06-16,9.0,297.0,13.46,22.065378900445765
335,2021-06-17,12.0,336.0,11.66,28.81646655231561
335,2021-06-18,7.0,173.0,12.05,14.356846473029044
335,2021-06-19,7.0,199.0,8.77,22.690992018244014
335,2021-06-20,4.0,114.0,10.31,11.057225994180406
335,2021-06-21,12.0,372.0,10.03,37.08873379860419
335,2021-06-22,11.0,324.0,12.74,25.43171114599686
335,2021-06-23,6.0,190.0,12.879999999999999,14.751552795031056
335,2021-06-24,8.0,222.0,14.19,15.644820295983088
335,2021-06-25,13.0,342.0,13.67,25.018288222384783
335,2021-06-26,12.0,364.0,9.3,39.13978494623655
335,2021-06-27,9.0,221.0,8.48,26.06132075471698
335,2021-06-28,14.0,393.0,12.21,32.186732186732186
336,2021-06-16,17.0,537.0,8.91,60.26936026936027
336,2021-06-17,21.0,618.0,8.75,70.62857142857143
336,2021-06-18,4.0,120.0,7.3500000000000005,16.3265306122449
336,2021-06-19,2.0,32.0,5.4,5.925925925925926
336,2021-06-21,0.0,0.0,5.93,0.0
336,2021-06-22,11.0,342.0,6.98,48.9971346704871
336,2021-06-23,17.0,467.0,8.05,58.01242236024844
336,2021-06-24,14.0,395.0,8.6,45.93023255813954
336,2021-06-25,16.0,547.0,9.11,60.04390779363337
336,2021-06-26,18.0,507.0,8.2,61.82926829268293
336,2021-06-27,2.0,65.0,5.34,12.172284644194757
336,2021-06-28,21.0,643.0,8.91,72.16610549943883
337,2021-06-15,0.0,0.0,0.01,0.0
337,2021-06-16,6.0,185.0,6.46,28.637770897832816
337,2021-06-17,10.0,274.0,8.24,33.25242718446602
337,2021-06-18,7.0,221.0,7.11,31.08298171589311
337,2021-06-19,10.0,278.0,8.04,34.5771144278607
337,2021-06-20,9.0,258.0,7.19,35.883171070931844
337,2021-06-21,0.0,0.0,1.13,0.0
337,2021-06-22,8.0,201.0,6.69,30.04484304932735
337,2021-06-23,12.0,308.0,6.9,44.63768115942029
337,2021-06-24,16.0,439.0,9.8,44.795918367346935
337,2021-06-25,10.0,301.0,6.15,48.943089430894304
337,2021-06-26,9.0,233.0,4.99,46.69338677354709
337,2021-06-27,10.0,305.0,5.8100000000000005,52.49569707401032
338,2021-06-17,27.0,856.0,10.469999999999999,81.75740210124165
338,2021-06-18,28.0,845.0,10.58,79.86767485822307
338,2021-06-19,21.0,634.0,12.68,50.0
338,2021-06-20,23.0,705.0,7.82,90.153452685422
338,2021-06-21,28.0,863.0,8.53,101.1723329425557
338,2021-06-23,22.0,691.0,8.15,84.78527607361963
338,2021-06-24,26.0,804.0,9.959999999999999,80.72289156626506
338,2021-06-25,40.0,1177.0,11.09,106.13165013525699
338,2021-06-26,34.0,1154.0,13.3,86.76691729323308
338,2021-06-27,15.0,525.0,5.49,95.62841530054645
338,2021-06-28,31.0,988.0,10.5,94.0952380952381
339,2021-06-15,2.0,60.0,0.7,85.71428571428572
339,2021-06-16,22.0,726.0,10.42,69.67370441458733
339,2021-06-17,20.0,757.0,9.81,77.16615698267074
339,2021-06-18,27.0,862.0,11.13,77.44833782569631
339,2021-06-19,21.0,714.0,9.72,73.45679012345678
339,2021-06-20,21.0,728.0,10.39,70.06737247353225
339,2021-06-21,12.0,488.0,5.33,91.55722326454034
339,2021-06-22,23.0,820.0,11.93,68.73428331936296
339,2021-06-23,24.0,816.0,10.8,75.55555555555556
339,2021-06-24,22.0,791.0,8.61,91.869918699187
339,2021-06-25,29.0,966.0,11.42,84.58844133099825
339,2021-06-26,27.0,880.0,9.46,93.02325581395348
339,2021-06-27,23.0,810.0,9.59,84.46298227320125
339,2021-06-28,11.0,328.0,4.21,77.90973871733966
340,2021-06-15,1.0,40.0,0.38,105.26315789473684
340,2021-06-16,19.0,711.0,10.75,66.13953488372093
340,2021-06-17,18.0,630.0,10.82,58.22550831792976
340,2021-06-18,20.0,667.0,10.83,61.58818097876269
340,2021-06-19,7.0,271.0,7.74,35.012919896640824
340,2021-06-21,21.0,742.0,8.7,85.28735632183908
340,2021-06-22,20.0,723.0,11.18,64.66905187835421
340,2021-06-23,23.0,803.0,12.55,63.98406374501992
340,2021-06-24,25.0,822.0,10.2,80.58823529411765
340,2021-06-25,20.0,754.0,9.7,77.7319587628866
340,2021-06-26,35.0,1160.0,12.08,96.02649006622516
340,2021-06-27,29.0,1048.0,12.58,83.30683624801271
340,2021-06-28,29.0,980.0,11.7,83.76068376068376
341,2021-06-15,0.0,0.0,0.11,0.0
341,2021-06-16,0.0,0.0,2.63,0.0
341,2021-06-17,19.0,621.0,7.16,86.73184357541899
341,2021-06-18,23.0,721.0,8.64,83.44907407407406
341,2021-06-19,24.0,734.0,8.709999999999999,84.27095292766936
341,2021-06-20,26.0,755.0,8.28,91.18357487922707
341,2021-06-21,12.0,423.0,5.6,75.53571428571429
341,2021-06-22,19.0,604.0,7.16,84.35754189944134
341,2021-06-23,11.0,321.0,6.37,50.39246467817896
341,2021-06-24,21.0,657.0,7.37,89.14518317503392
341,2021-06-25,24.0,713.0,7.67,92.95958279009126
341,2021-06-26,24.0,725.0,8.14,89.06633906633905
341,2021-06-27,34.0,1049.0,8.75,119.88571428571429
341,2021-06-28,5.0,130.0,2.58,50.3875968992248
342,2021-06-16,24.0,756.0,9.9,76.36363636363636
342,2021-06-17,20.0,628.0,8.38,74.94033412887828
342,2021-06-18,23.0,750.0,10.16,73.81889763779527
342,2021-06-19,28.0,921.0,11.06,83.27305605786619
342,2021-06-20,15.0,510.0,7.26,70.24793388429752
342,2021-06-21,16.0,506.0,8.03,63.01369863013699
342,2021-06-22,23.0,715.0,9.05,79.00552486187844
342,2021-06-23,26.0,814.0,8.540000000000001,95.31615925058547
342,2021-06-24,21.0,675.0,8.94,75.503355704698
342,2021-06-25,22.0,691.0,8.35,82.75449101796407
342,2021-06-26,33.0,1037.0,10.83,95.75253924284395
342,2021-06-27,27.0,869.0,8.31,104.57280385078218
342,2021-06-28,28.0,892.0,9.15,97.4863387978142
343,2021-06-15,2.0,60.0,0.57,105.26315789473685
343,2021-06-16,32.0,922.0,13.32,69.21921921921921
343,2021-06-17,27.0,843.0,14.65,57.54266211604095
343,2021-06-18,30.0,943.0,12.78,73.78716744913929
343,2021-06-19,37.0,1106.0,15.52,71.26288659793815
343,2021-06-20,29.0,872.0,11.94,73.03182579564489
343,2021-06-21,34.0,1012.0,10.64,95.11278195488721
343,2021-06-22,26.0,753.0,14.15,53.21554770318021
343,2021-06-23,32.0,930.0,15.02,61.91744340878829
343,2021-06-24,28.0,775.0,13.18,58.801213960546285
343,2021-06-25,28.0,863.0,14.03,61.51104775481112
343,2021-06-26,21.0,668.0,7.42,90.02695417789758
343,2021-06-27,39.0,1165.0,11.81,98.64521591871295
343,2021-06-28,36.0,1090.0,14.94,72.95850066934405
344,2021-06-16,12.0,313.0,5.27,59.39278937381405
344,2021-06-17,16.0,462.0,9.61,48.074921956295526
344,2021-06-18,11.0,367.0,11.8,31.101694915254235
344,2021-06-19,12.0,359.0,8.25,43.515151515151516
344,2021-06-20,16.0,499.0,13.16,37.91793313069909
344,2021-06-21,23.0,653.0,10.74,60.80074487895717
344,2021-06-22,10.0,307.0,8.39,36.591179976162095
344,2021-06-23,22.0,616.0,10.24,60.15625
344,2021-06-24,24.0,728.0,12.91,56.390395042602634
344,2021-06-25,16.0,484.0,7.55,64.10596026490066
344,2021-06-26,19.0,579.0,10.73,53.96085740913327
344,2021-06-27,18.0,599.0,9.92,60.38306451612903
344,2021-06-28,26.0,728.0,12.17,59.81922760887428
345,2021-06-15,0.0,0.0,0.07,0.0
345,2021-06-16,27.0,958.0,10.11,94.75766567754698
345,2021-06-17,20.0,673.0,8.85,76.045197740113
345,2021-06-18,10.0,339.0,6.2,54.677419354838705
345,2021-06-19,24.0,829.0,9.46,87.6321353065539
345,2021-06-20,19.0,712.0,7.569999999999999,94.05548216644651
345,2021-06-21,10.0,355.0,6.49,54.699537750385204
345,2021-06-22,19.0,686.0,9.67,70.94105480868666
345,2021-06-23,21.0,721.0,9.94,72.53521126760563
345,2021-06-24,16.0,543.0,8.78,61.84510250569477
345,2021-06-25,16.0,541.0,7.22,74.93074792243767
345,2021-06-26,22.0,722.0,8.75,82.51428571428572
345,2021-06-27,23.0,730.0,7.61,95.92641261498028
345,2021-06-28,18.0,688.0,7.5,91.73333333333333
346,2021-06-16,7.0,204.0,9.42,21.656050955414013
346,2021-06-17,8.0,275.0,9.54,28.825995807127885
346,2021-06-18,11.0,316.0,9.06,34.87858719646799
346,2021-06-19,6.0,177.0,11.81,14.987298899237933
346,2021-06-20,15.0,466.0,9.04,51.548672566371685
346,2021-06-22,8.0,235.0,9.47,24.815205913410768
346,2021-06-23,10.0,304.0,8.15,37.30061349693251
346,2021-06-24,10.0,328.0,8.03,40.846824408468244
346,2021-06-25,8.0,233.0,8.89,26.20922384701912
346,2021-06-26,15.0,472.0,9.61,49.11550468262227
346,2021-06-28,13.0,400.0,10.3,38.83495145631068
347,2021-06-16,21.0,690.0,11.39,60.57945566286216
347,2021-06-17,23.0,754.0,12.36,61.003236245954696
347,2021-06-18,23.0,755.0,12.31,61.33225020308692
347,2021-06-19,15.0,459.0,9.27,49.51456310679612
347,2021-06-20,35.0,1152.0,12.36,93.20388349514563
347,2021-06-21,24.0,804.0,9.35,85.98930481283423
347,2021-06-22,26.0,896.0,11.52,77.77777777777779
347,2021-06-23,20.0,688.0,9.04,76.1061946902655
347,2021-06-24,25.0,833.0,10.0,83.3
347,2021-06-25,19.0,662.0,8.66,76.44341801385681
347,2021-06-26,14.0,513.0,7.14,71.84873949579833
347,2021-06-27,18.0,542.0,5.73,94.58987783595113
347,2021-06-28,35.0,1175.0,11.97,98.16207184628237
348,2021-06-15,1.0,37.0,1.0,37.0
348,2021-06-16,20.0,652.0,11.89,54.83599663582842
348,2021-06-17,22.0,658.0,7.72,85.23316062176166
348,2021-06-18,17.0,518.0,8.2,63.17073170731708
348,2021-06-19,14.0,476.0,8.6,55.348837209302324
348,2021-06-20,23.0,727.0,7.97,91.21706398996236
348,2021-06-21,34.0,1074.0,13.96,76.93409742120343
348,2021-06-22,26.0,797.0,13.81,57.711803041274436
348,2021-06-23,18.0,617.0,9.94,62.07243460764588
348,2021-06-24,24.0,701.0,13.26,52.865761689291105
348,2021-06-25,26.0,832.0,11.49,72.41079199303742
348,2021-06-26,23.0,691.0,11.01,62.76112624886467
348,2021-06-27,32.0,1010.0,12.22,82.65139116202946
348,2021-06-28,20.0,656.0,8.08,81.18811881188118
349,2021-06-15,0.0,0.0,0.84,0.0
349,2021-06-16,12.0,398.0,8.96,44.419642857142854
349,2021-06-17,14.0,427.0,4.66,91.63090128755364
349,2021-06-18,18.0,540.0,8.5,63.529411764705884
349,2021-06-19,11.0,328.0,8.97,36.566332218506126
349,2021-06-20,18.0,556.0,8.02,69.32668329177058
349,2021-06-21,18.0,560.0,9.56,58.57740585774058
349,2021-06-22,7.0,203.0,5.84,34.76027397260274
349,2021-06-24,7.0,234.0,8.99,26.02892102335929
349,2021-06-25,13.0,379.0,8.89,42.63217097862767
349,2021-06-26,16.0,496.0,9.81,50.56065239551478
349,2021-06-27,21.0,667.0,10.3,64.75728155339806
349,2021-06-28,16.0,504.0,9.97,50.55165496489468
350,2021-06-16,20.0,583.0,9.6,60.72916666666667
350,2021-06-17,24.0,730.0,10.29,70.94266277939748
350,2021-06-18,16.0,547.0,8.92,61.32286995515695
350,2021-06-19,7.0,260.0,4.09,63.56968215158924
350,2021-06-20,2.0,73.0,3.8899999999999997,18.766066838046275
350,2021-06-21,6.0,231.0,12.05,19.1701244813278
350,2021-06-22,0.0,0.0,5.51,0.0
350,2021-06-23,3.0,139.0,6.97,19.942611190817793
350,2021-06-24,18.0,558.0,8.8,63.40909090909091
350,2021-06-25,0.0,0.0,4.890000000000001,0.0
350,2021-06-26,0.0,0.0,9.18,0.0
350,2021-06-27,19.0,617.0,10.57,58.372753074739826
350,2021-06-28,0.0,0.0,4.45,0.0
351,2021-06-15,0.0,0.0,0.24,0.0
351,2021-06-16,23.0,679.0,10.68,63.57677902621723
351,2021-06-17,13.0,417.0,7.85,53.12101910828026
351,2021-06-18,20.0,597.0,8.18,72.98288508557458
351,2021-06-19,14.0,419.0,8.44,49.644549763033176
351,2021-06-20,14.0,409.0,6.99,58.51216022889842
351,2021-06-21,22.0,687.0,10.22,67.2211350293542
351,2021-06-22,14.0,437.0,11.45,38.16593886462882
351,2021-06-23,2.0,61.0,1.83,33.33333333333333
351,2021-06-24,11.0,347.0,8.31,41.75691937424789
351,2021-06-25,15.0,467.0,6.44,72.51552795031056
351,2021-06-26,11.0,376.0,5.76,65.27777777777779
351,2021-06-27,15.0,456.0,5.34,85.3932584269663
351,2021-06-28,11.0,323.0,5.89,54.83870967741936
352,2021-06-15,0.0,0.0,0.0,0.0
352,2021-06-16,32.0,1000.0,10.75,93.02325581395348
352,2021-06-17,28.0,918.0,10.73,85.55452003727865
352,2021-06-18,19.0,609.0,8.58,70.97902097902097
352,2021-06-19,21.0,670.0,7.97,84.06524466750314
352,2021-06-20,27.0,835.0,9.79,85.29111338100103
352,2021-06-21,29.0,912.0,10.66,85.55347091932458
352,2021-06-22,34.0,1073.0,10.79,99.4439295644115
352,2021-06-23,26.0,802.0,9.09,88.22882288228823
352,2021-06-24,20.0,647.0,8.52,75.93896713615024
352,2021-06-25,16.0,485.0,6.65,72.93233082706766
352,2021-06-26,19.0,655.0,7.13,91.86535764375877
352,2021-06-27,13.0,402.0,5.99,67.1118530884808
353,2021-06-15,2.0,91.0,1.0,91.0
353,2021-06-16,15.0,429.0,6.68,64.22155688622755
353,2021-06-17,24.0,777.0,10.59,73.37110481586403
353,2021-06-19,11.0,322.0,8.29,38.841978287092886
353,2021-06-21,26.0,814.0,11.26,72.29129662522203
353,2021-06-22,13.0,422.0,8.05,52.4223602484472
353,2021-06-23,24.0,691.0,10.59,65.25023607176581
353,2021-06-24,25.0,727.0,12.38,58.72374798061389
353,2021-06-25,27.0,827.0,14.66,56.41200545702592
353,2021-06-26,33.0,1059.0,13.42,78.91207153502235
353,2021-06-27,13.0,403.0,4.08,98.77450980392156
353,2021-06-28,34.0,995.0,11.41,87.20420683610868
354,2021-06-16,26.0,814.0,11.64,69.93127147766323
354,2021-06-17,26.0,795.0,10.79,73.6793327154773
354,2021-06-18,24.0,781.0,11.27,69.29902395740905
354,2021-06-19,23.0,705.0,11.55,61.038961038961034
354,2021-06-20,25.0,732.0,10.19,71.83513248282631
354,2021-06-21,32.0,999.0,10.77,92.75766016713092
354,2021-06-22,25.0,761.0,11.23,67.76491540516473
354,2021-06-23,23.0,729.0,10.54,69.16508538899431
354,2021-06-24,26.0,794.0,11.25,70.57777777777778
354,2021-06-25,26.0,785.0,10.72,73.2276119402985
354,2021-06-26,29.0,921.0,10.5,87.71428571428571
354,2021-06-27,0.0,39.0,1.08,36.11111111111111
354,2021-06-28,28.0,886.0,10.93,81.06129917657823
355,2021-06-16,29.0,885.0,14.72,60.12228260869565
355,2021-06-17,28.0,841.0,7.63,110.22280471821756
355,2021-06-18,22.0,646.0,9.14,70.67833698030634
355,2021-06-19,15.0,471.0,9.36,50.320512820512825
355,2021-06-20,34.0,1081.0,13.44,80.43154761904762
355,2021-06-21,10.0,296.0,5.97,49.58123953098828
355,2021-06-22,6.0,220.0,4.77,46.121593291404615
355,2021-06-23,10.0,315.0,6.73,46.80534918276374
355,2021-06-24,11.0,326.0,5.63,57.90408525754885
355,2021-06-25,15.0,476.0,6.18,77.02265372168286
355,2021-06-26,23.0,752.0,8.32,90.38461538461539
355,2021-06-27,28.0,869.0,12.77,68.05011746280344
356,2021-06-16,3.0,92.0,8.05,11.428571428571427
356,2021-06-17,6.0,138.0,13.16,10.486322188449847
356,2021-06-18,0.0,0.0,9.02,0.0
356,2021-06-19,0.0,0.0,6.21,0.0
356,2021-06-20,5.0,148.0,8.09,18.294190358467244
356,2021-06-21,12.0,331.0,8.66,38.22170900692841
356,2021-06-22,1.0,39.0,10.12,3.853754940711463
356,2021-06-23,0.0,0.0,9.99,0.0
356,2021-06-24,2.0,26.0,11.95,2.175732217573222
356,2021-06-25,16.0,426.0,8.56,49.76635514018691
356,2021-06-26,9.0,236.0,9.97,23.67101303911735
356,2021-06-27,16.0,471.0,10.08,46.726190476190474
356,2021-06-28,1.0,68.0,4.5600000000000005,14.912280701754383
357,2021-06-15,1.0,42.0,1.0,42.0
357,2021-06-16,26.0,752.0,11.45,65.67685589519651
357,2021-06-17,20.0,636.0,11.56,55.01730103806228
357,2021-06-18,25.0,713.0,12.61,56.542426645519434
357,2021-06-19,25.0,777.0,12.33,63.017031630170315
357,2021-06-21,24.0,766.0,12.02,63.72712146422629
357,2021-06-22,24.0,667.0,12.3,54.22764227642276
357,2021-06-23,23.0,698.0,13.89,50.251979841612666
357,2021-06-24,25.0,741.0,13.65,54.285714285714285
357,2021-06-25,29.0,819.0,11.39,71.90517998244073
357,2021-06-26,28.0,860.0,12.38,69.46688206785137
357,2021-06-28,27.0,774.0,10.69,72.40411599625818
358,2021-06-17,26.0,844.0,10.5,80.38095238095238
358,2021-06-18,23.0,711.0,10.47,67.90830945558739
358,2021-06-19,36.0,1177.0,10.78,109.18367346938776
358,2021-06-20,31.0,981.0,7.82,125.44757033248081
358,2021-06-21,25.0,815.0,10.5,77.61904761904762
358,2021-06-22,27.0,855.0,10.5,81.42857142857143
358,2021-06-23,30.0,927.0,9.73,95.27235354573483
358,2021-06-24,32.0,1047.0,10.64,98.40225563909775
358,2021-06-25,29.0,943.0,9.76,96.6188524590164
358,2021-06-26,31.0,1016.0,7.51,135.28628495339547
358,2021-06-27,0.0,0.0,2.0,0.0
358,2021-06-28,39.0,1275.0,10.76,118.49442379182156
359,2021-06-15,2.0,60.0,0.9,66.66666666666667
359,2021-06-16,27.0,939.0,12.77,73.5317149569303
359,2021-06-17,27.0,876.0,12.84,68.22429906542057
359,2021-06-18,29.0,986.0,12.07,81.69014084507042
359,2021-06-19,28.0,944.0,12.56,75.1592356687898
359,2021-06-20,38.0,1326.0,12.8,103.59375
359,2021-06-21,30.0,996.0,12.5,79.68
359,2021-06-22,26.0,895.0,11.04,81.06884057971016
359,2021-06-23,28.0,960.0,11.31,84.88063660477454
359,2021-06-24,26.0,882.0,12.65,69.72332015810277
359,2021-06-25,20.0,639.0,8.76,72.94520547945206
359,2021-06-26,34.0,1164.0,12.67,91.87056037884767
359,2021-06-27,20.0,706.0,9.3,75.91397849462365
359,2021-06-28,33.0,1142.0,12.73,89.70934799685782
360,2021-06-15,0.0,0.0,1.0,0.0
360,2021-06-16,16.0,477.0,9.85,48.4263959390863
360,2021-06-17,20.0,660.0,11.36,58.098591549295776
360,2021-06-18,14.0,417.0,5.38,77.5092936802974
360,2021-06-19,12.0,367.0,10.67,34.395501405810684
360,2021-06-20,26.0,879.0,11.98,73.37228714524207
360,2021-06-21,17.0,580.0,7.46,77.7479892761394
360,2021-06-22,21.0,585.0,9.43,62.03605514316013
360,2021-06-23,13.0,355.0,3.66,96.99453551912568
361,2021-06-16,26.0,842.0,16.0,52.625
